,code,name,c_name
139,000595,*ST宝实,机械行业
140,000617,中油资本,机械行业
141,000678,襄阳轴承,机械行业
142,000680,山推股份,机械行业
143,000777,中核科技,机械行业
144,000811,烟台冰轮,机械行业
145,000816,智慧农业,机械行业
146,000821,京山轻机,机械行业
147,000837,秦川机床,机械行业
148,000852,石化机械,机械行业
149,000856,冀东装备,机械行业
150,000880,潍柴重机,机械行业
151,000903,云内动力,机械行业
152,000923,河北宣工,机械行业
153,000925,众合科技,机械行业
154,002006,精功科技,机械行业
155,002009,天奇股份,机械行业
156,002011,盾安环境,机械行业
157,002026,山东威达,机械行业
158,002046,轴研科技,机械行业
159,002050,三花智控,机械行业
160,002097,山河智能,机械行业
161,002101,广东鸿图,机械行业
162,002122,天马股份,机械行业
163,002131,利欧股份,机械行业
164,002147,新光圆成,机械行业
165,002150,通润装备,机械行业
166,002158,汉钟精机,机械行业
167,002204,大连重工,机械行业
168,002209,达 意 隆,机械行业
169,002248,*ST东数,机械行业
170,002255,海陆重工,机械行业
171,002270,华明装备,机械行业
172,002272,川润股份,机械行业
173,002278,神开股份,机械行业
174,002282,博深工具,机械行业
175,002328,新朋股份,机械行业
176,002337,赛象科技,机械行业
177,002342,巨力索具,机械行业
178,002347,泰尔股份,机械行业
179,002353,杰瑞股份,机械行业
180,002366,台海核电,机械行业
181,002413,雷科防务,机械行业
182,002418,康盛股份,机械行业
183,002430,杭氧股份,机械行业
184,002435,长江润发,机械行业
185,002438,江苏神通,机械行业
186,002444,巨星科技,机械行业
187,002445,中南文化,机械行业
188,002459,天业通联,机械行业
189,002472,双环传动,机械行业
190,002480,新筑股份,机械行业
191,002483,润邦股份,机械行业
192,002490,*ST墨龙,机械行业
193,002499,科林环保,机械行业
194,002509,天广中茂,机械行业
195,002514,宝馨科技,机械行业
196,002520,日发精机,机械行业
197,002523,天桥起重,机械行业
198,002526,山东矿机,机械行业
199,002529,海源机械,机械行业
200,002530,丰东股份,机械行业
201,002532,新界泵业,机械行业
202,002534,杭锅股份,机械行业
203,002535,林州重机,机械行业
204,002537,海立美达,机械行业
205,002552,宝鼎科技,机械行业
206,002553,南方轴承,机械行业
207,002559,亚威股份,机械行业
208,002564,天沃科技,机械行业
209,002591,恒大高新,机械行业
210,002595,豪迈科技,机械行业
211,002598,山东章鼓,机械行业
212,002611,东方精工,机械行业
213,002613,北玻股份,机械行业
214,002621,三垒股份,机械行业
215,002630,华西能源,机械行业
216,002633,申科股份,机械行业
217,002639,雪人股份,机械行业
218,002645,华宏科技,机械行业
219,002651,利君股份,机械行业
220,002667,鞍重股份,机械行业
221,002680,长生生物,机械行业
222,002685,华东重机,机械行业
223,002686,亿利达,机械行业
224,002690,美亚光电,机械行业
225,002691,冀凯股份,机械行业
226,002698,博实股份,机械行业
227,002747,埃斯顿,机械行业
228,300023,宝德股份,机械行业
229,300024,机器人,机械行业
230,300035,中科电气,机械行业
231,300056,三维丝,机械行业
232,300090,盛运环保,机械行业
233,300091,金通灵,机械行业
234,300092,科新机电,机械行业
235,300095,华伍股份,机械行业
236,300103,达刚路机,机械行业
237,300116,坚瑞沃能,机械行业
238,300126,锐奇股份,机械行业
239,300145,中金环境,机械行业
240,300151,昌红科技,机械行业
241,300152,科融环境,机械行业
242,300159,新研股份,机械行业
243,300161,华中数控,机械行业
244,300173,智慧松德,机械行业
245,300185,通裕重工,机械行业
246,300193,佳士科技,机械行业
247,300195,长荣股份,机械行业
248,300201,海伦哲,机械行业
249,300202,聚龙股份,机械行业
250,300210,森远股份,机械行业
251,300228,富瑞特装,机械行业
252,300249,依米康,机械行业
253,300257,开山股份,机械行业
254,300260,新莱应材,机械行业
255,300263,隆华节能,机械行业
256,300266,兴源环境,机械行业
257,300272,开能环保,机械行业
258,300276,三丰智能,机械行业
259,300278,华昌达,机械行业
260,300280,南通锻压,机械行业
261,300281,金明精机,机械行业
262,300293,蓝英装备,机械行业
263,300307,慈星股份,机械行业
264,300308,中际装备,机械行业
265,300309,吉艾科技,机械行业
266,300316,晶盛机电,机械行业
267,300334,津膜科技,机械行业
268,300358,楚天科技,机械行业
269,300362,天翔环境,机械行业
270,300368,汇金股份,机械行业
271,300382,斯莱克,机械行业
272,300385,雪浪环境,机械行业
273,300391,康跃科技,机械行业
274,300400,劲拓股份,机械行业
275,300402,宝色股份,机械行业
276,300411,金盾股份,机械行业
277,300415,伊之密,机械行业
278,300420,五洋科技,机械行业
279,300421,力星股份,机械行业
280,300425,环能科技,机械行业
281,300427,红相电力,机械行业
282,300434,金石东方,机械行业
283,300435,中泰股份,机械行业
284,300441,鲍斯股份,机械行业
285,300442,普丽盛,机械行业
286,300443,金雷风电,机械行业
287,600062,华润双鹤,生物制药
288,600079,人福医药,生物制药
289,600080,金花股份,生物制药
290,600085,同仁堂,生物制药
291,600129,太极集团,生物制药
292,600161,天坛生物,生物制药
293,600196,复星医药,生物制药
294,600200,江苏吴中,生物制药
295,600201,生物股份,生物制药
296,600211,西藏药业,生物制药
297,600216,浙江医药,生物制药
298,600222,太龙药业,生物制药
299,600252,中恒集团,生物制药
300,600267,海正药业,生物制药
301,600276,恒瑞医药,生物制药
302,600285,羚锐制药,生物制药
303,600329,中新药业,生物制药
304,600332,白云山,生物制药
305,600351,亚宝药业,生物制药
306,600380,健康元,生物制药
307,600420,现代制药,生物制药
308,600422,昆药集团,生物制药
309,600436,片仔癀,生物制药
310,600466,蓝光发展,生物制药
311,600479,千金药业,生物制药
312,600488,天药股份,生物制药
313,600513,联环药业,生物制药
314,600518,康美药业,生物制药
315,600521,华海药业,生物制药
316,600530,交大昂立,生物制药
317,600535,天士力,生物制药
318,600557,康缘药业,生物制药
319,600566,济川药业,生物制药
320,600572,康恩贝,生物制药
321,600594,益佰制药,生物制药
322,600613,神奇制药,生物制药
323,600645,中源协和,生物制药
324,600664,哈药股份,生物制药
325,600666,奥瑞德,生物制药
326,600671,天目药业,生物制药
327,600750,江中药业,生物制药
328,600771,广誉远,生物制药
329,600781,辅仁药业,生物制药
330,600789,鲁抗医药,生物制药
331,600812,华北制药,生物制药
332,600829,人民同泰,生物制药
333,600867,通化东宝,生物制药
334,600976,健民集团,生物制药
335,600993,马应龙,生物制药
336,603168,莎普爱思,生物制药
337,603222,济民制药,生物制药
338,603456,九洲药业,生物制药
339,603567,珍宝岛,生物制药
340,603998,方盛制药,生物制药
341,000004,国农科技,生物制药
342,000078,海王生物,生物制药
343,000153,丰原药业,生物制药
344,000403,ST生化,生物制药
345,000423,东阿阿胶,生物制药
346,000513,丽珠集团,生物制药
347,000518,四环生物,生物制药
348,000538,云南白药,生物制药
349,000566,海南海药,生物制药
350,000590,启迪古汉,生物制药
351,000597,东北制药,生物制药
352,000606,神州易桥,生物制药
353,000623,吉林敖东,生物制药
354,000650,仁和药业,生物制药
355,000661,长春高新,生物制药
356,000739,普洛药业,生物制药
357,000756,新华制药,生物制药
358,000766,通化金马,生物制药
359,000788,北大医药,生物制药
360,000790,泰合健康,生物制药
361,000908,景峰医药,生物制药
362,000915,山大华特,生物制药
363,000919,金陵药业,生物制药
364,000952,广济药业,生物制药
365,000963,华东医药,生物制药
366,000989,九 芝 堂,生物制药
367,000999,华润三九,生物制药
368,002001,新 和 成,生物制药
369,002007,华兰生物,生物制药
370,002019,亿帆医药,生物制药
371,002020,京新药业,生物制药
372,002022,科华生物,生物制药
373,002030,达安基因,生物制药
374,002038,双鹭药业,生物制药
375,002099,海翔药业,生物制药
376,002107,沃华医药,生物制药
377,002118,紫鑫药业,生物制药
378,002166,莱茵生物,生物制药
379,002198,嘉应制药,生物制药
380,002219,恒康医疗,生物制药
381,002252,上海莱士,生物制药
382,002262,恩华药业,生物制药
383,002275,桂林三金,生物制药
384,002287,奇正藏药,生物制药
385,002294,信立泰,生物制药
386,002317,众生药业,生物制药
387,002332,仙琚制药,生物制药
388,002349,精华制药,生物制药
389,002365,永安药业,生物制药
390,002370,亚太药业,生物制药
391,002390,信邦制药,生物制药
392,002393,力生制药,生物制药
393,002399,海普瑞,生物制药
394,002412,汉森制药,生物制药
395,002422,科伦药业,生物制药
396,002424,贵州百灵,生物制药
397,002433,太安堂,生物制药
398,002437,誉衡药业,生物制药
399,002550,千红制药,生物制药
400,002566,益盛药业,生物制药
401,002603,以岭药业,生物制药
402,002644,佛慈制药,生物制药
403,002653,海思科,生物制药
404,002675,东诚药业,生物制药
405,002688,金河生物,生物制药
406,002693,双成药业,生物制药
407,002727,一心堂,生物制药
408,002728,特一药业,生物制药
409,002737,葵花药业,生物制药
410,002750,龙津药业,生物制药
411,300006,莱美药业,生物制药
412,300009,安科生物,生物制药
413,300016,北陆药业,生物制药
414,300026,红日药业,生物制药
415,300039,上海凯宝,生物制药
416,300049,福瑞股份,生物制药
417,300086,康芝药业,生物制药
418,300110,华仁药业,生物制药
419,300119,瑞普生物,生物制药
420,300122,智飞生物,生物制药
421,300142,沃森生物,生物制药
422,300147,香雪制药,生物制药
423,300158,振东制药,生物制药
424,300181,佐力药业,生物制药
425,300194,福安药业,生物制药
426,300199,翰宇药业,生物制药
427,300204,舒泰神,生物制药
428,300233,金城医药,生物制药
429,300239,东宝生物,生物制药
430,300254,仟源医药,生物制药
431,300255,常山药业,生物制药
432,300267,尔康制药,生物制药
433,300289,利德曼,生物制药
434,300294,博雅生物,生物制药
435,300357,我武生物,生物制药
436,300363,博腾股份,生物制药
437,300406,九强生物,生物制药
438,300436,广生堂,生物制药
439,300439,美康生物,生物制药
440,600028,中国石化,石油行业
441,600387,海越股份,石油行业
442,600583,海油工程,石油行业
443,600688,上海石化,石油行业
444,600759,洲际油气,石油行业
445,600871,石化油服,石油行业
446,601808,中海油服,石油行业
447,601857,中国石油,石油行业
448,603003,龙宇燃油,石油行业
449,000059,华锦股份,石油行业
450,000096,广聚能源,石油行业
451,000159,国际实业,石油行业
452,000554,泰山石油,石油行业
453,000637,茂化实华,石油行业
454,000819,岳阳兴长,石油行业
455,002207,*ST准油,石油行业
456,002221,东华能源,石油行业
457,002554,惠博普,石油行业
458,002629,仁智股份,石油行业
459,300084,海默科技,石油行业
460,300157,恒泰艾普,石油行业
461,300164,通源石油,石油行业
462,300191,潜能恒信,石油行业
463,600176,中国巨石,玻璃行业
464,600184,光电股份,玻璃行业
465,600293,三峡新材,玻璃行业
466,600529,山东药玻,玻璃行业
467,600552,凯盛科技,玻璃行业
468,600586,金晶科技,玻璃行业
469,600629,华建集团,玻璃行业
470,600819,耀皮玻璃,玻璃行业
471,600876,洛阳玻璃,玻璃行业
472,601636,旗滨集团,玻璃行业
473,603021,山东华鹏,玻璃行业
474,603601,再升科技,玻璃行业
475,000012,南 玻Ａ,玻璃行业
476,002571,*ST德力,玻璃行业
477,002623,亚玛顿,玻璃行业
478,300093,金刚玻璃,玻璃行业
479,300160,秀强股份,玻璃行业
480,300196,长海股份,玻璃行业
481,300395,菲利华,玻璃行业
482,600366,宁波韵升,仪器仪表
483,600651,飞乐音响,仪器仪表
484,600848,上海临港,仪器仪表
485,601222,林洋能源,仪器仪表
486,601567,三星医疗,仪器仪表
487,603100,川仪股份,仪器仪表
488,000676,智度股份,仪器仪表
489,000980,金马股份,仪器仪表
490,000988,华工科技,仪器仪表
491,002008,大族激光,仪器仪表
492,002058,威 尔 泰,仪器仪表
493,002121,科陆电子,仪器仪表
494,002175,东方网络,仪器仪表
495,002197,证通电子,仪器仪表
496,002214,大立科技,仪器仪表
497,002236,大华股份,仪器仪表
498,002338,奥普光电,仪器仪表
499,002356,赫美集团,仪器仪表
500,002414,高德红外,仪器仪表
501,002415,海康威视,仪器仪表
502,002518,科士达,仪器仪表
503,002527,新时达,仪器仪表
504,002658,雪迪龙,仪器仪表
505,300007,汉威电子,仪器仪表
506,300012,华测检测,仪器仪表
507,300066,三川智慧,仪器仪表
508,300097,智云股份,仪器仪表
509,300099,精准信息,仪器仪表
510,300105,龙源技术,仪器仪表
511,300112,万讯自控,仪器仪表
512,300124,汇川技术,仪器仪表
513,300137,先河环保,仪器仪表
514,300165,天瑞仪器,仪器仪表
515,300203,聚光科技,仪器仪表
516,300259,新天科技,仪器仪表
517,300286,安科瑞,仪器仪表
518,300306,远方光电,仪器仪表
519,300338,开元股份,仪器仪表
520,300349,金卡智能,仪器仪表
521,300354,东华测试,仪器仪表
522,300360,炬华科技,仪器仪表
523,300370,安控科技,仪器仪表
524,300371,汇中股份,仪器仪表
525,300410,正业科技,仪器仪表
526,300416,苏试试验,仪器仪表
527,300417,南华仪器,仪器仪表
528,300430,诚益通,仪器仪表
529,300445,康斯特,仪器仪表
530,600004,白云机场,交通运输
531,600009,上海机场,交通运输
532,600017,日照港,交通运输
533,600018,上港集团,交通运输
534,600026,中远海能,交通运输
535,600029,南方航空,交通运输
536,600057,象屿股份,交通运输
537,600115,东方航空,交通运输
538,600119,长江投资,交通运输
539,600125,铁龙物流,交通运输
540,600180,瑞茂通,交通运输
541,600190,锦州港,交通运输
542,600221,海南航空,交通运输
543,600242,中昌数据,交通运输
544,600270,外运发展,交通运输
545,600279,重庆港九,交通运输
546,600317,营口港,交通运输
547,600386,北巴传媒,交通运输
548,600428,中远海特,交通运输
549,600495,晋西车轴,交通运输
550,600561,江西长运,交通运输
551,600575,皖江物流,交通运输
552,600611,大众交通,交通运输
553,600650,锦江投资,交通运输
554,600662,强生控股,交通运输
555,600692,亚通股份,交通运输
556,600708,光明地产,交通运输
557,600717,天津港,交通运输
558,600751,天海投资,交通运输
559,600787,中储股份,交通运输
560,600794,保税科技,交通运输
561,600798,宁波海运,交通运输
562,600834,申通地铁,交通运输
563,600835,上海机电,交通运输
564,600894,广日股份,交通运输
565,600896,览海投资,交通运输
566,600897,厦门空港,交通运输
567,600967,内蒙一机,交通运输
568,601000,唐山港,交通运输
569,601006,大秦铁路,交通运输
570,601008,连云港,交通运输
571,601018,宁波港,交通运输
572,601021,春秋航空,交通运输
573,601111,中国国航,交通运输
574,601313,江南嘉捷,交通运输
575,601333,广深铁路,交通运输
576,601766,中国中车,交通运输
577,601866,中远海发,交通运输
578,601872,招商轮船,交通运输
579,601880,大连港,交通运输
580,601919,中远海控,交通运输
581,603111,康尼机电,交通运输
582,603128,华贸物流,交通运输
583,603167,渤海轮渡,交通运输
584,603611,XD诺力股,交通运输
585,000022,深赤湾Ａ,交通运输
586,000088,盐 田 港,交通运输
587,000089,深圳机场,交通运输
588,000099,中信海直,交通运输
589,000421,南京公用,交通运输
590,000507,珠海港,交通运输
591,000520,长航凤凰,交通运输
592,000582,北部湾港,交通运输
593,000905,厦门港务,交通运输
594,000920,南方汇通,交通运输
595,000996,中国中期,交通运输
596,002040,南 京 港,交通运输
597,002183,怡 亚 通,交通运输
598,002210,飞马国际,交通运输
599,002245,澳洋顺昌,交通运输
600,002320,海峡股份,交通运输
601,002357,富临运业,交通运输
602,002367,康力电梯,交通运输
603,002448,中原内配,交通运输
604,002492,恒基达鑫,交通运输
605,002592,八菱科技,交通运输
606,002627,宜昌交运,交通运输
607,002682,龙洲股份,交通运输
608,002689,远大智能,交通运输
609,002711,欧浦智网,交通运输
610,300011,鼎汉技术,交通运输
611,300013,新宁物流,交通运输
612,300240,飞力达,交通运输
613,300350,华鹏飞,交通运输
614,600038,中直股份,飞机制造
615,600118,中国卫星,飞机制造
616,600316,洪都航空,飞机制造
617,600343,航天动力,飞机制造
618,600372,中航电子,飞机制造
619,600391,航发科技,飞机制造
620,600879,航天电子,飞机制造
621,600893,航发动力,飞机制造
622,000738,航发控制,飞机制造
623,000768,中航飞机,飞机制造
624,000901,航天科技,飞机制造
625,002023,海特高新,飞机制造
626,002111,威海广泰,飞机制造
627,300424,航新科技,飞机制造
628,600097,开创国际,农林牧渔
629,600108,亚盛集团,农林牧渔
630,600127,金健米业,农林牧渔
631,600189,吉林森工,农林牧渔
632,600195,中牧股份,农林牧渔
633,600251,冠农股份,农林牧渔
634,600257,大湖股份,农林牧渔
635,600265,ST景谷,农林牧渔
636,600275,*ST昌鱼,农林牧渔
637,600313,农发种业,农林牧渔
638,600354,敦煌种业,农林牧渔
639,600359,新农开发,农林牧渔
640,600371,万向德农,农林牧渔
641,600438,通威股份,农林牧渔
642,600467,好当家,农林牧渔
643,600506,香梨股份,农林牧渔
644,600540,*ST新赛,农林牧渔
645,600598,北大荒,农林牧渔
646,600965,福成股份,农林牧渔
647,600975,新五丰,农林牧渔
648,601996,丰林集团,农林牧渔
649,603609,禾丰牧业,农林牧渔
650,000048,康达尔,农林牧渔
651,000061,农 产 品,农林牧渔
652,000592,平潭发展,农林牧渔
653,000663,永安林业,农林牧渔
654,000702,正虹科技,农林牧渔
655,000713,丰乐种业,农林牧渔
656,000735,罗 牛 山,农林牧渔
657,000798,中水渔业,农林牧渔
658,000876,新 希 望,农林牧渔
659,000998,隆平高科,农林牧渔
660,002041,登海种业,农林牧渔
661,002069,獐子岛,农林牧渔
662,002086,东方海洋,农林牧渔
663,002100,天康生物,农林牧渔
664,002124,天邦股份,农林牧渔
665,002157,正邦科技,农林牧渔
666,002173,创新医疗,农林牧渔
667,002234,民和股份,农林牧渔
668,002299,圣农发展,农林牧渔
669,002311,海大集团,农林牧渔
670,002321,华英农业,农林牧渔
671,002385,大北农,农林牧渔
672,002447,壹桥股份,农林牧渔
673,002458,益生股份,农林牧渔
674,002477,雏鹰农牧,农林牧渔
675,002505,大康农业,农林牧渔
676,002548,金新农,农林牧渔
677,002567,唐人神,农林牧渔
678,002679,福建金森,农林牧渔
679,002696,百洋股份,农林牧渔
680,002714,牧原股份,农林牧渔
681,002746,仙坛股份,农林牧渔
682,300021,大禹节水,农林牧渔
683,300087,荃银高科,农林牧渔
684,300094,国联水产,农林牧渔
685,300106,西部牧业,农林牧渔
686,300143,星河生物,农林牧渔
687,300189,神农基因,农林牧渔
688,300268,万福生科,农林牧渔
689,300313,天山生物,农林牧渔
690,300381,溢多利,农林牧渔
691,600039,四川路桥,建筑建材
692,600068,葛洲坝,建筑建材
693,600170,上海建工,建筑建材
694,600248,延长化建,建筑建材
695,600284,浦东建设,建筑建材
696,600321,国栋建设,建筑建材
697,600326,西藏天路,建筑建材
698,600491,龙元建设,建筑建材
699,600502,安徽水利,建筑建材
700,600512,腾达建设,建筑建材
701,600528,中铁工业,建筑建材
702,600545,新疆城建,建筑建材
703,600634,富控互动,建筑建材
704,600681,百川能源,建筑建材
705,600820,隧道股份,建筑建材
706,600853,龙建股份,建筑建材
707,600970,中材国际,建筑建材
708,600986,科达股份,建筑建材
709,601117,中国化学,建筑建材
710,601186,中国铁建,建筑建材
711,601390,中国中铁,建筑建材
712,601618,中国中冶,建筑建材
713,601668,中国建筑,建筑建材
714,601669,中国电建,建筑建材
715,601789,宁波建工,建筑建材
716,601800,中国交建,建筑建材
717,601886,江河集团,建筑建材
718,603017,中衡设计,建筑建材
719,603018,中设集团,建筑建材
720,603030,全筑股份,建筑建材
721,603828,柯利达,建筑建材
722,603969,XD银龙股,建筑建材
723,000010,美丽生态,建筑建材
724,000023,深天地Ａ,建筑建材
725,000055,方大集团,建筑建材
726,000065,北方国际,建筑建材
727,000090,天健集团,建筑建材
728,000498,山东路桥,建筑建材
729,000509,华塑控股,建筑建材
730,000619,海螺型材,建筑建材
731,000786,北新建材,建筑建材
732,000928,中钢国际,建筑建材
733,000961,中南建设,建筑建材
734,002043,兔 宝 宝,建筑建材
735,002047,宝鹰股份,建筑建材
736,002051,中工国际,建筑建材
737,002060,粤 水 电,建筑建材
738,002062,宏润建设,建筑建材
739,002066,瑞泰科技,建筑建材
740,002081,金 螳 螂,建筑建材
741,002116,中国海诚,建筑建材
742,002135,东南网架,建筑建材
743,002140,东华科技,建筑建材
744,002163,中航三鑫,建筑建材
745,002178,延华智能,建筑建材
746,002205,国统股份,建筑建材
747,002225,濮耐股份,建筑建材
748,002247,帝龙文化,建筑建材
749,002271,东方雨虹,建筑建材
750,002307,北新路桥,建筑建材
751,002310,东方园林,建筑建材
752,002314,南山控股,建筑建材
753,002325,洪涛股份,建筑建材
754,002372,伟星新材,建筑建材
755,002375,亚厦股份,建筑建材
756,002392,北京利尔,建筑建材
757,002398,建研集团,建筑建材
758,002431,棕榈股份,建筑建材
759,002468,申通快递,建筑建材
760,002469,三维工程,建筑建材
761,002482,广田集团,建筑建材
762,002542,中化岩土,建筑建材
763,002586,围海股份,建筑建材
764,002596,海南瑞泽,建筑建材
765,002620,瑞和股份,建筑建材
766,002628,成都路桥,建筑建材
767,002652,扬子新材,建筑建材
768,002659,中泰桥梁,建筑建材
769,002663,普邦股份,建筑建材
770,002671,龙泉股份,建筑建材
771,002713,东易日盛,建筑建材
772,002717,岭南园林,建筑建材
773,002738,中矿资源,建筑建材
774,002742,三圣股份,建筑建材
775,300080,易成新能,建筑建材
776,300117,嘉寓股份,建筑建材
777,300163,先锋新材,建筑建材
778,300284,苏交科,建筑建材
779,300344,太空板业,建筑建材
780,300374,恒通科技,建筑建材
781,600143,金发科技,塑料制品
782,600146,商赢环球,塑料制品
783,600444,国机通用,塑料制品
784,600458,时代新材,塑料制品
785,600589,广东榕泰,塑料制品
786,603806,福斯特,塑料制品
787,000407,胜利股份,塑料制品
788,000859,国风塑业,塑料制品
789,000973,佛塑科技,塑料制品
790,002002,鸿达兴业,塑料制品
791,002108,沧州明珠,塑料制品
792,002243,通产丽星,塑料制品
793,002263,大 东 南,塑料制品
794,002324,普利特,塑料制品
795,002343,慈文传媒,塑料制品
796,002420,毅昌股份,塑料制品
797,002457,青龙管业,塑料制品
798,002464,金利科技,塑料制品
799,002522,浙江众成,塑料制品
800,002585,双星新材,塑料制品
801,002641,永高股份,塑料制品
802,002676,顺威股份,塑料制品
803,002694,顾地科技,塑料制品
804,002735,王子新材,塑料制品
805,300169,天晟新材,塑料制品
806,300198,纳川股份,塑料制品
807,300218,安利股份,塑料制品
808,300221,银禧科技,塑料制品
809,300230,永利股份,塑料制品
810,300305,裕兴股份,塑料制品
811,300321,同大股份,塑料制品
812,300325,德威新材,塑料制品
813,300393,中来股份,塑料制品
814,600056,中国医药,商业百货
815,600122,宏图高科,商业百货
816,600136,当代明诚,商业百货
817,600280,中央商场,商业百货
818,600306,商业城,商业百货
819,600327,大东方,商业百货
820,600361,华联综超,商业百货
821,600415,小商品城,商业百货
822,600511,国药股份,商业百货
823,600515,海航基础,商业百货
824,600628,新世界,商业百货
825,600655,豫园商城,商业百货
826,600682,南京新百,商业百货
827,600693,东百集团,商业百货
828,600694,大商股份,商业百货
829,600697,欧亚集团,商业百货
830,600712,南宁百货,商业百货
831,600713,南京医药,商业百货
832,600723,首商股份,商业百货
833,600729,重庆百货,商业百货
834,600738,兰州民百,商业百货
835,600753,东方银星,商业百货
836,600774,汉商集团,商业百货
837,600778,友好集团,商业百货
838,600785,新华百货,商业百货
839,600790,轻纺城,商业百货
840,600814,杭州解百,商业百货
841,600821,津劝业,商业百货
842,600824,益民集团,商业百货
843,600827,百联股份,商业百货
844,600828,茂业商业,商业百货
845,600833,第一医药,商业百货
846,600838,上海九百,商业百货
847,600856,中天能源,商业百货
848,600857,宁波中百,商业百货
849,600858,银座股份,商业百货
850,600859,王府井,商业百货
851,600861,北京城乡,商业百货
852,600865,百大集团,商业百货
853,600891,秋林集团,商业百货
